;FAMI_ESTRATOVIVIENDA;ESTU_DEPTO_RESIDE;COLE_JORNADA;PUNT_SOCIALES_CIUDADANAS;PUNT_MATEMATICAS;PUNT_INGLES;PUNT_LECTURA_CRITICA;PUNT_C_NATURALES;PUNT_GLOBAL
198;Estrato 2;AMAZONAS;NOCHE;37.15384615384615;38.92307692307692;37.69230769230769;43.76923076923077;37.0;195.53846153846155
199;Estrato 2;AMAZONAS;TARDE;43.166666666666664;45.46666666666667;43.5;48.7;44.4;226.5
200;Estrato 2;AMAZONAS;UNICA;44.388888888888886;47.388888888888886;47.513888888888886;50.125;45.236111111111114;234.20833333333334
201;Estrato 2;ANTIOQUIA;COMPLETA;48.48544081962793;51.611081153949854;47.151253707198705;53.24534915071448;48.560932866001615;251.10191426260448
202;Estrato 2;ANTIOQUIA;MAÑANA;47.920778105056456;51.033689248895435;47.74932498772705;53.40304369170349;47.933787432498775;249.46950171821305
203;Estrato 2;ANTIOQUIA;NOCHE;40.49774707119255;42.62841694202463;40.37458696305197;46.76209071793331;40.763292279963956;212.4298588164614
204;Estrato 2;ANTIOQUIA;SABATINA;40.01813580767609;41.842471530999575;39.34542387178406;45.782370307886964;40.24715309995782;208.85870940531422
205;Estrato 2;ANTIOQUIA;TARDE;47.13715277777778;50.73239087301587;46.55332341269841;52.66294642857143;47.33829365079365;246.2199900793651
206;Estrato 2;ANTIOQUIA;UNICA;49.938162769899066;52.523444487032066;49.08802861888335;54.926919637153446;49.06452025041523;257.0881563817555
207;Estrato 2;ARAUCA;COMPLETA;54.96;59.64;55.72;59.48;54.68;285.36
208;Estrato 2;ARAUCA;MAÑANA;48.31372549019608;53.710239651416124;48.94226579520697;53.66884531590414;50.07298474945534;256.2549019607843
209;Estrato 2;ARAUCA;NOCHE;40.648148148148145;44.611111111111114;40.148148148148145;46.351851851851855;40.648148148148145;214.12962962962962
210;Estrato 2;ARAUCA;SABATINA;39.34507042253521;42.66197183098591;39.232394366197184;44.76056338028169;41.49295774647887;209.2394366197183
211;Estrato 2;ARAUCA;TARDE;45.47674418604651;49.56976744186046;43.372093023255815;50.81395348837209;46.96511627906977;239.15116279069767
212;Estrato 2;ARAUCA;UNICA;46.44444444444444;48.666666666666664;48.0;52.888888888888886;44.0;239.88888888888889
213;Estrato 2;ATLANTICO;COMPLETA;54.74114671163575;57.29426644182125;57.40387858347386;58.564924114671165;54.729342327150086;282.07841483979763
214;Estrato 2;ATLANTICO;MAÑANA;46.334711811837686;50.732747479968985;48.43396226415094;52.19281468079607;48.23752907728095;246.51563711553374
215;Estrato 2;ATLANTICO;NOCHE;38.91058823529412;42.076470588235296;40.305882352941175;44.868235294117646;40.53176470588235;207.49058823529413
216;Estrato 2;ATLANTICO;SABATINA;39.125;42.166666666666664;38.6875;46.416666666666664;40.354166666666664;208.8125
217;Estrato 2;ATLANTICO;TARDE;46.76687543493389;51.6562282533055;49.61169102296451;52.70563674321503;48.931802366040365;249.91718858733472
218;Estrato 2;ATLANTICO;UNICA;48.36250705815923;52.192828910220214;49.455251270468665;53.58723884810841;49.47769621682665;253.96979107848674
219;Estrato 2;BOGOTA;COMPLETA;63.09090909090909;68.22727272727273;69.95454545454545;65.72727272727273;63.13636363636363;327.09090909090907
220;Estrato 2;BOGOTA;MAÑANA;44.42677824267783;47.22594142259414;45.93305439330544;50.59414225941423;45.40585774058577;234.163179916318
221;Estrato 2;BOGOTA;NOCHE;44.61827956989247;47.33870967741935;46.043010752688176;50.043010752688176;45.83870967741935;234.41935483870967
222;Estrato 2;BOGOTA;SABATINA;45.28421052631579;47.07368421052632;45.126315789473686;49.31578947368421;45.95789473684211;233.8421052631579
223;Estrato 2;BOGOTA;TARDE;47.75;48.166666666666664;49.75;52.583333333333336;47.416666666666664;245.16666666666666
224;Estrato 2;BOGOTÁ;COMPLETA;53.8084388185654;57.62556962025317;55.4304641350211;57.772067510548524;54.4326582278481;279.3659071729958
225;Estrato 2;BOGOTÁ;MAÑANA;49.35240728496724;53.095990863737455;49.7167157540422;54.123760293322114;50.288573661116786;257.8074773096111
226;Estrato 2;BOGOTÁ;NOCHE;42.92066734763364;45.82703438883214;42.825331971399386;48.40211099761662;43.8300987402111;225.3057541709227
227;Estrato 2;BOGOTÁ;SABATINA;42.745810055865924;45.770949720670394;43.022346368715084;48.85335195530726;43.85335195530726;225.65782122905028
228;Estrato 2;BOGOTÁ;TARDE;48.28070350754472;52.020885380233835;49.14230038972719;53.23863295693015;49.30948336164685;252.96102728090338
229;Estrato 2;BOGOTÁ;UNICA;51.014552282595936;54.79591597230372;50.099049407346556;55.26464030043422;51.44936040370848;264.4893791808473
230;Estrato 2;BOLIVAR;COMPLETA;56.4822934232715;60.5902192242833;58.6256323777403;60.472175379426645;58.3929173693086;294.7706576728499
231;Estrato 2;BOLIVAR;MAÑANA;45.52676056338028;49.28086164043082;46.51549295774648;51.2149130074565;46.917647058823526;240.50936205468102
232;Estrato 2;BOLIVAR;NOCHE;36.60813308687616;40.53604436229205;38.77449168207024;42.970425138632166;38.77449168207024;198.22735674676525
233;Estrato 2;BOLIVAR;SABATINA;36.583333333333336;39.157407407407405;36.53703703703704;41.648148148148145;38.101851851851855;193.4351851851852
234;Estrato 2;BOLIVAR;TARDE;44.591485507246375;48.58423913043478;45.7536231884058;50.689764492753625;46.46195652173913;237.21557971014494
235;Estrato 2;BOLIVAR;UNICA;43.17910447761194;47.014925373134325;44.198294243070364;49.304904051172706;44.97441364605544;229.86567164179104
236;Estrato 2;BOYACA;COMPLETA;50.333531864204886;55.737343656938656;49.41155449672424;54.24101647806234;52.08536827476673;264.0802064721064
237;Estrato 2;BOYACA;MAÑANA;52.252278284063124;56.7632807290509;51.313180706823736;56.095799066459215;53.333851967103804;271.78395198933094
238;Estrato 2;BOYACA;NOCHE;42.36875;45.96875;41.89375;47.56875;43.79375;223.49375
239;Estrato 2;BOYACA;SABATINA;44.765306122448976;48.16836734693877;43.84183673469388;49.64795918367347;45.58418367346939;233.98469387755102
240;Estrato 2;BOYACA;TARDE;48.81660899653979;52.88235294117647;48.6764705882353;54.055363321799305;49.90311418685121;256.00865051903116
241;Estrato 2;BOYACA;UNICA;50.611779879621665;55.16981943250215;48.96130696474635;54.366294067067926;51.4853826311264;263.03310404127257
242;Estrato 2;CALDAS;COMPLETA;47.08372827804107;50.32701421800948;47.69352290679305;52.026856240126385;48.998420221169035;247.33333333333334
243;Estrato 2;CALDAS;MAÑANA;48.32175171914586;51.93195801664857;48.91096634093377;53.36228736880203;49.7075642417662;253.41187115454215
244;Estrato 2;CALDAS;NOCHE;41.03174603174603;42.96507936507936;39.94285714285714;46.35873015873016;41.89523809523809;214.13650793650794
245;Estrato 2;CALDAS;SABATINA;40.758542141230066;42.00227790432802;40.70842824601367;46.2369020501139;42.043280182232344;213.02050113895217
246;Estrato 2;CALDAS;TARDE;45.33098591549296;49.19718309859155;47.66901408450704;51.471830985915496;46.475352112676056;240.39788732394365
247;Estrato 2;CALDAS;UNICA;48.59645569620253;52.05924050632911;47.72810126582279;52.97721518987342;49.690632911392406;252.95037974683544
248;Estrato 2;CAQUETA;COMPLETA;48.52173913043478;55.21739130434783;53.26086956521739;52.69565217391305;51.82608695652174;260.60869565217394
249;Estrato 2;CAQUETA;MAÑANA;47.52969348659004;51.9492337164751;47.8860153256705;52.86590038314176;48.82567049808429;250.54022988505747
250;Estrato 2;CAQUETA;NOCHE;39.116279069767444;44.325581395348834;40.55813953488372;47.27906976744186;42.395348837209305;215.30232558139534
251;Estrato 2;CAQUETA;SABATINA;38.98916967509025;42.26353790613718;38.65703971119134;45.03249097472924;40.411552346570396;207.22743682310468
252;Estrato 2;CAQUETA;TARDE;44.64150943396226;48.698113207547166;43.886792452830186;51.16981132075472;48.339622641509436;239.43396226415095
253;Estrato 2;CAQUETA;UNICA;47.752631578947366;51.77894736842105;45.83157894736842;52.189473684210526;48.28947368421053;248.41842105263157
254;Estrato 2;CASANARE;COMPLETA;59.76086956521739;64.04347826086956;62.630434782608695;61.06521739130435;58.84782608695652;305.3478260869565
255;Estrato 2;CASANARE;MAÑANA;48.33991462113127;54.43116328708645;48.838313767342584;53.81376734258271;50.51120597652081;257.7385272145144
256;Estrato 2;CASANARE;NOCHE;42.93478260869565;48.47826086956522;42.08695652173913;48.95652173913044;43.78260869565217;228.7173913043478
257;Estrato 2;CASANARE;SABATINA;40.55981941309255;44.284424379232505;41.69525959367946;46.419864559819416;42.29571106094808;216.27313769751694
258;Estrato 2;CASANARE;TARDE;53.16470588235294;56.77647058823529;51.22941176470588;56.01764705882353;53.61176470588235;273.0529411764706
259;Estrato 2;CASANARE;UNICA;48.45809248554913;54.0014450867052;48.459537572254334;53.104046242774565;49.926300578034684;255.7528901734104
260;Estrato 2;CAUCA;COMPLETA;44.85523385300668;48.87750556792873;44.45657015590201;49.30512249443207;46.82405345211581;236.16258351893094
261;Estrato 2;CAUCA;MAÑANA;47.40652446675031;51.54861982434128;47.39993726474278;52.54516938519448;49.05018820577165;249.62923462986197
262;Estrato 2;CAUCA;NOCHE;40.66;43.19;40.72;46.17;42.41;214.65
263;Estrato 2;CAUCA;SABATINA;39.20661157024794;40.11570247933884;38.735537190082646;43.20661157024794;39.446280991735534;201.78512396694214
264;Estrato 2;CAUCA;TARDE;47.15546218487395;51.483193277310924;47.1890756302521;52.80112044817927;49.109243697478995;249.55042016806723
265;Estrato 2;CAUCA;UNICA;45.9126213592233;49.64724919093851;44.49029126213592;50.226537216828476;47.336569579288025;239.96925566343043
266;Estrato 2;CESAR;COMPLETA;53.96658711217184;56.99045346062052;57.30071599045346;57.71837708830549;55.627684964200476;280.83532219570407
267;Estrato 2;CESAR;MAÑANA;46.47798972853999;50.644167278063094;47.224137931034484;52.00146735143067;48.310711665443876;245.97065297138664
268;Estrato 2;CESAR;NOCHE;38.21854304635762;41.602649006622514;38.788079470198674;44.026490066225165;40.21854304635762;204.19867549668874
269;Estrato 2;CESAR;SABATINA;37.23170731707317;42.390243902439025;38.63414634146341;44.52439024390244;40.707317073170735;205.09756097560975
270;Estrato 2;CESAR;TARDE;47.52489177489178;51.86904761904762;47.67099567099567;52.89393939393939;49.52164502164502;251.19480519480518
271;Estrato 2;CESAR;UNICA;49.92023928215354;52.530408773678964;49.16749750747757;53.62113659022931;50.45962113659023;257.20338983050846
272;Estrato 2;CHOCO;COMPLETA;41.888888888888886;45.44444444444444;45.111111111111114;48.111111111111114;41.666666666666664;221.66666666666666
273;Estrato 2;CHOCO;MAÑANA;41.666666666666664;44.57388316151203;43.13573883161512;47.08762886597938;41.84879725085911;218.72164948453607
274;Estrato 2;CHOCO;NOCHE;37.76923076923077;39.42307692307692;38.34615384615385;44.57692307692308;38.0;199.03846153846155
275;Estrato 2;CHOCO;SABATINA;28.0;43.0;31.0;41.0;34.0;180.0
276;Estrato 2;CHOCO;TARDE;38.83846153846154;42.90769230769231;42.93076923076923;45.36153846153846;39.676923076923075;208.97692307692307
277;Estrato 2;CHOCO;UNICA;41.48097826086956;45.60597826086956;42.733695652173914;47.32065217391305;42.81521739130435;220.91304347826087
278;Estrato 2;CORDOBA;COMPLETA;56.39506172839506;58.74074074074074;59.22839506172839;60.31481481481482;57.583333333333336;291.6574074074074
279;Estrato 2;CORDOBA;MAÑANA;46.900619514713476;50.91843056272587;47.96695921528136;52.50051626226123;49.248580278781624;248.7157976251936
280;Estrato 2;CORDOBA;NOCHE;37.54666666666667;40.34;39.6;44.053333333333335;40.28;202.44
281;Estrato 2;CORDOBA;SABATINA;38.21830985915493;41.774647887323944;39.00704225352113;45.809859154929576;39.38028169014085;205.59154929577466
282;Estrato 2;CORDOBA;TARDE;41.800670016750416;46.34003350083752;43.29480737018425;48.653266331658294;45.175879396984925;226.62311557788945
283;Estrato 2;CORDOBA;UNICA;46.48641765704584;50.51867572156197;46.90492359932088;51.96095076400679;49.00084889643463;246.45415959252972
284;Estrato 2;CUNDINAMARCA;COMPLETA;51.61651021535064;55.84235229155163;52.64908890115958;56.01242407509663;52.45610160132524;269.3981225842076
285;Estrato 2;CUNDINAMARCA;MAÑANA;49.51335169440785;54.20596335768172;49.60591545922644;54.481020237097354;50.81547120105377;260.2561369895821
286;Estrato 2;CUNDINAMARCA;NOCHE;41.988880063542496;45.60841938046068;42.64416203335981;47.4614773629865;43.47180301826847;222.40111199364574
287;Estrato 2;CUNDINAMARCA;SABATINA;41.320740169622205;44.86044718581341;41.520431765612955;46.88357748650733;42.60524286815728;218.66075558982266
288;Estrato 2;CUNDINAMARCA;TARDE;49.098374679213;53.66381522668948;48.81180496150556;53.98545765611634;50.25320786997434;257.6295979469632
289;Estrato 2;CUNDINAMARCA;UNICA;49.31942949407966;53.92317007534984;48.047631862217436;53.8779601722282;50.3780947255113;257.8985468245425
290;Estrato 2;EXTRANJERO;UNICA;40.5;53.5;46.0;49.5;52.5;244.0
291;Estrato 2;GUAINIA;MAÑANA;50.52777777777778;56.916666666666664;51.77777777777778;55.52777777777778;51.97222222222222;267.9166666666667
292;Estrato 2;GUAINIA;NOCHE;43.75;45.25;41.5;42.25;44.75;219.0
293;Estrato 2;GUAINIA;SABATINA;42.5;45.833333333333336;43.0;46.5;46.0;225.16666666666666
294;Estrato 2;GUAINIA;UNICA;48.72549019607843;53.705882352941174;47.3921568627451;53.568627450980394;49.666666666666664;255.5686274509804
295;Estrato 2;GUAVIARE;COMPLETA;52.875;59.8125;54.3125;55.9375;51.8125;275.1875
296;Estrato 2;GUAVIARE;MAÑANA;46.80297397769517;52.08550185873606;45.68401486988848;52.40148698884759;49.13382899628253;248.82527881040892
297;Estrato 2;GUAVIARE;NOCHE;43.57142857142857;41.785714285714285;42.5;47.5;45.785714285714285;222.5
298;Estrato 2;GUAVIARE;SABATINA;40.19512195121951;44.02439024390244;39.951219512195124;46.09756097560975;40.90243902439025;212.90243902439025
299;Estrato 2;GUAVIARE;UNICA;43.57142857142857;49.535714285714285;41.964285714285715;48.285714285714285;46.75;233.32142857142858
300;Estrato 2;HUILA;COMPLETA;50.05380333951763;54.77179962894249;50.140074211502785;54.70176252319109;52.192486085343226;263.58116883116884
301;Estrato 2;HUILA;MAÑANA;50.7408400357462;54.99955317247542;51.06076854334227;55.38650580875782;52.26362823949955;265.85701519213586
302;Estrato 2;HUILA;NOCHE;39.64882943143812;42.247491638795985;39.1438127090301;44.92307692307692;40.986622073578594;208.65886287625418
303;Estrato 2;HUILA;SABATINA;40.96252129471891;44.47359454855196;41.09710391822828;46.54344122657581;42.77342419080068;217.42759795570697
304;Estrato 2;HUILA;TARDE;51.6577896138482;56.986684420772306;52.77363515312916;56.20372836218375;53.543275632490015;272.29294274300935
305;Estrato 2;HUILA;UNICA;50.438006230529595;54.64610591900311;48.82803738317757;54.43052959501558;51.62429906542056;262.39252336448595
306;Estrato 2;LA GUAJIRA;COMPLETA;52.02693602693603;55.58922558922559;53.34006734006734;56.30639730639731;53.235690235690235;271.07744107744105
307;Estrato 2;LA GUAJIRA;MAÑANA;45.36989247311828;49.375627240143366;45.324014336917564;50.78924731182796;47.03225806451613;239.63297491039427
308;Estrato 2;LA GUAJIRA;NOCHE;37.82835820895522;40.73134328358209;37.5634328358209;43.37313432835821;39.13805970149254;200.27238805970148
309;Estrato 2;LA GUAJIRA;SABATINA;38.60526315789474;45.0;40.21052631578947;46.01315789473684;42.671052631578945;214.23684210526315
310;Estrato 2;LA GUAJIRA;TARDE;44.04265402843602;47.85781990521327;44.45497630331754;50.00473933649289;46.04265402843602;233.9478672985782
311;Estrato 2;LA GUAJIRA;UNICA;45.97208737864078;49.695388349514566;44.54854368932039;51.00606796116505;46.71601941747573;240.29247572815535
312;Estrato 2;MAGDALENA;COMPLETA;52.01470588235294;55.9485294117647;52.00735294117647;56.91544117647059;52.87867647058823;271.2610294117647
313;Estrato 2;MAGDALENA;MAÑANA;44.19506272764063;48.01983002832861;44.92998785916633;49.814245244840144;45.57871307163092;233.74747065965195
314;Estrato 2;MAGDALENA;NOCHE;37.058510638297875;40.226063829787236;38.02925531914894;42.861702127659576;38.90425531914894;198.1622340425532
315;Estrato 2;MAGDALENA;SABATINA;38.6865671641791;41.59701492537314;38.47761194029851;44.91044776119403;39.492537313432834;204.88059701492537
316;Estrato 2;MAGDALENA;TARDE;43.749776586237715;47.046470062555855;43.864164432529044;49.257372654155496;45.23771224307417;230.66487935656838
317;Estrato 2;MAGDALENA;UNICA;43.804902962206334;47.23084780388151;42.77834525025536;49.06026557711951;45.342185903983655;230.41062308478038
318;Estrato 2;META;COMPLETA;55.04347826086956;58.6205533596838;56.019762845849804;58.51778656126482;55.387351778656125;284.1620553359684
319;Estrato 2;META;MAÑANA;47.2711051930759;52.623435419440746;47.45326231691079;53.040479360852196;49.21890812250333;251.50972037283623
320;Estrato 2;META;NOCHE;39.593548387096774;44.351612903225806;40.76129032258064;46.351612903225806;41.803225806451614;214.24516129032259
321;Estrato 2;META;SABATINA;40.83109919571046;44.79624664879356;40.98927613941019;47.07238605898123;42.56836461126005;217.9785522788204
322;Estrato 2;META;TARDE;46.72634643377001;51.67976710334789;46.99272197962154;52.88209606986899;48.29403202328967;248.3697234352256
323;Estrato 2;META;UNICA;49.32657004830918;54.2;47.66570048309179;54.18357487922705;50.49855072463768;258.5768115942029
324;Estrato 2;NARIÑO;COMPLETA;63.285714285714285;70.71428571428571;69.14285714285714;67.71428571428571;63.142857142857146;332.2857142857143
325;Estrato 2;NARIÑO;MAÑANA;50.13536742587022;54.90373871938118;50.37945853029652;54.60528577567684;52.37473141383756;264.01482595616676
326;Estrato 2;NARIÑO;NOCHE;40.80225988700565;43.78531073446328;40.49152542372882;46.175141242937855;42.4180790960452;215.36723163841808
327;Estrato 2;NARIÑO;SABATINA;41.17567567567568;44.939189189189186;41.50675675675676;47.189189189189186;43.95945945945946;220.51351351351352
328;Estrato 2;NARIÑO;TARDE;51.226571767497035;55.34994068801898;51.93238434163701;55.72716488730724;53.20640569395018;268.650059311981
329;Estrato 2;NARIÑO;UNICA;48.579470198675494;53.44701986754967;48.0728476821192;53.86754966887417;50.86423841059602;257.07615894039736
330;Estrato 2;NORTE SANTANDER;COMPLETA;51.01700318809777;56.75345377258236;51.16259298618491;55.67162592986185;54.10414452709883;270.6907545164718
331;Estrato 2;NORTE SANTANDER;MAÑANA;48.9883642873126;54.71134481987022;50.34258223316178;54.58715596330275;51.28820765271873;261.1792347281271
332;Estrato 2;NORTE SANTANDER;NOCHE;40.00555555555555;44.63333333333333;41.9;46.28333333333333;43.0;216.78333333333333
333;Estrato 2;NORTE SANTANDER;SABATINA;41.16187050359712;45.35971223021583;42.226618705035975;47.7589928057554;43.39928057553957;221.25899280575538
334;Estrato 2;NORTE SANTANDER;TARDE;52.086034912718205;58.98254364089775;54.6857855361596;57.28678304239401;55.34663341645885;279.1546134663342
335;Estrato 2;NORTE SANTANDER;UNICA;49.90651906519065;54.6740467404674;48.355473554735546;54.09870848708487;51.40774907749078;261.0141451414514
336;Estrato 2;PUTUMAYO;COMPLETA;42.108108108108105;45.54054054054054;40.945945945945944;49.37837837837838;44.108108108108105;224.75675675675674
337;Estrato 2;PUTUMAYO;MAÑANA;48.10151515151515;53.85606060606061;49.03636363636364;53.092424242424244;50.92878787878788;256.5212121212121
338;Estrato 2;PUTUMAYO;NOCHE;40.94736842105263;45.81578947368421;41.44736842105263;47.28947368421053;44.68421052631579;222.1578947368421
339;Estrato 2;PUTUMAYO;SABATINA;39.248226950354606;42.86524822695036;40.730496453900706;44.58156028368794;40.39716312056738;208.45390070921985
340;Estrato 2;PUTUMAYO;TARDE;56.8;51.2;51.4;55.8;50.0;266.6
341;Estrato 2;PUTUMAYO;UNICA;47.09885931558935;50.9277566539924;45.330798479087456;51.536121673003805;47.68821292775665;245.03041825095056
342;Estrato 2;QUINDIO;COMPLETA;60.888888888888886;63.31111111111111;60.577777777777776;62.955555555555556;60.0;308.46666666666664
343;Estrato 2;QUINDIO;MAÑANA;49.69527896995708;54.09871244635193;51.01144492131617;54.28183118741059;50.82546494992847;260.6609442060086
344;Estrato 2;QUINDIO;NOCHE;39.96296296296296;41.879629629629626;41.129629629629626;45.69444444444444;41.44444444444444;210.78703703703704
345;Estrato 2;QUINDIO;SABATINA;40.78431372549019;42.582633053221286;41.71708683473389;46.364145658263304;41.76470588235294;213.93837535014006
346;Estrato 2;QUINDIO;TARDE;51.50617283950617;56.20987654320987;52.98765432098765;55.08641975308642;54.0;270.55555555555554
347;Estrato 2;QUINDIO;UNICA;49.24500212675457;53.051042109740536;49.18034878774989;54.09315185027648;49.937473415567844;256.9829859634198
348;Estrato 2;RISARALDA;COMPLETA;49.65686274509804;53.166666666666664;51.627450980392155;53.59803921568628;50.19607843137255;258.30392156862746
349;Estrato 2;RISARALDA;MAÑANA;48.892658852560146;52.52190006169032;49.84207279457125;54.09284392350401;50.14589759407773;256.4620604565083
350;Estrato 2;RISARALDA;NOCHE;41.5625;44.45170454545455;42.84375;47.85511363636363;42.85511363636363;220.4005681818182
351;Estrato 2;RISARALDA;SABATINA;41.76980198019802;42.960396039603964;41.539603960396036;46.915841584158414;42.304455445544555;216.68316831683168
352;Estrato 2;RISARALDA;TARDE;48.13212435233161;52.034974093264246;49.85880829015544;53.07772020725388;50.21243523316062;253.9365284974093
353;Estrato 2;RISARALDA;UNICA;49.44645669291339;52.35196850393701;48.49527559055118;53.80551181102362;49.80236220472441;255.6543307086614
354;Estrato 2;SAN ANDRES;COMPLETA;43.8;44.25;58.05;51.55;43.75;233.75
355;Estrato 2;SAN ANDRES;MAÑANA;46.063291139240505;49.0210970464135;55.413502109704645;51.63291139240506;46.38818565400844;244.11814345991561
356;Estrato 2;SAN ANDRES;NOCHE;39.391304347826086;41.17391304347826;47.0;44.73913043478261;38.73913043478261;207.34782608695653
357;Estrato 2;SAN ANDRES;SABATINA;39.0;44.0;35.0;51.0;41.0;215.0
358;Estrato 2;SAN ANDRES;TARDE;37.785714285714285;37.357142857142854;46.07142857142857;42.714285714285715;37.142857142857146;196.5
359;Estrato 2;SAN ANDRES;UNICA;39.36521739130435;41.3304347826087;53.28695652173913;45.84347826086957;40.47826086956522;213.19130434782608
360;Estrato 2;SANTANDER;COMPLETA;52.00195058517555;57.4148244473342;51.353055916775034;56.29388816644993;54.325747724317296;273.6365409622887
361;Estrato 2;SANTANDER;MAÑANA;51.507367767954086;56.8281371180394;50.96649604467194;56.29533116178067;53.224290367612845;270.97425158988676
362;Estrato 2;SANTANDER;NOCHE;42.64182692307692;46.16586538461539;42.66225961538461;48.87860576923077;44.18990384615385;226.28966346153845
363;Estrato 2;SANTANDER;SABATINA;42.09577922077922;46.72727272727273;42.478896103896105;48.5275974025974;43.98701298701299;225.56493506493507
364;Estrato 2;SANTANDER;TARDE;50.44311753614079;55.37020741671905;50.10433689503457;55.65870521684475;52.40414833438089;266.06411062225015
365;Estrato 2;SANTANDER;UNICA;51.56924678930927;56.27316903852829;49.528288788615065;55.76570635196112;52.511975008677545;268.4120097188476
366;Estrato 2;SUCRE;COMPLETA;53.6;58.885714285714286;56.371428571428574;58.77142857142857;55.142857142857146;282.8857142857143
367;Estrato 2;SUCRE;MAÑANA;47.61380798274002;51.728155339805824;48.17152103559871;53.04063286587559;50.034519956850055;252.0762315713772
368;Estrato 2;SUCRE;NOCHE;39.886792452830186;42.471698113207545;41.924528301886795;45.83018867924528;41.72641509433962;212.1509433962264
369;Estrato 2;SUCRE;SABATINA;38.391304347826086;40.369565217391305;37.33695652173913;45.05434782608695;40.18478260869565;203.54347826086956
370;Estrato 2;SUCRE;TARDE;45.5410199556541;50.08203991130821;46.24390243902439;51.21729490022173;47.80266075388027;242.38580931263857
371;Estrato 2;SUCRE;UNICA;49.141479099678456;52.70900321543408;49.40996784565916;54.745980707395496;50.77170418006431;258.2733118971061
372;Estrato 2;TOLIMA;COMPLETA;54.51201923076923;57.72355769230769;55.07211538461539;58.00961538461539;54.88221153846154;280.9735576923077
373;Estrato 2;TOLIMA;MAÑANA;47.40782122905028;51.54050279329609;47.9561053471668;52.74162011173184;49.07881085395052;250.1011572226656
374;Estrato 2;TOLIMA;NOCHE;41.2751677852349;43.899328859060404;40.588366890380314;46.92617449664429;42.51230425055928;217.08948545861298
375;Estrato 2;TOLIMA;SABATINA;40.55838150289017;43.2;40.456647398843934;46.20809248554913;41.7121387283237;213.66242774566473
376;Estrato 2;TOLIMA;TARDE;47.69304812834225;51.07486631016043;48.55294117647059;52.370053475935826;48.98074866310161;249.57967914438504
377;Estrato 2;TOLIMA;UNICA;47.41032887975334;50.91264131551901;46.81166495375128;52.13335046248715;48.55549845837616;247.63669064748203
378;Estrato 2;VALLE;COMPLETA;54.74706413730804;57.829268292682926;58.35320686540199;58.96747967479675;55.79584462511292;284.75880758807585
379;Estrato 2;VALLE;MAÑANA;48.98326359832636;52.28071510079878;49.57474324838341;54.0215544567009;50.08577405857741;256.0297958666159
380;Estrato 2;VALLE;NOCHE;41.07601880877743;43.56112852664577;41.8628526645768;46.80250783699059;42.322884012539184;216.60971786833855
381;Estrato 2;VALLE;SABATINA;39.718972895863054;41.61055634807418;39.718972895863054;45.59343794579173;40.41226818830243;208.36091298145507
382;Estrato 2;VALLE;TARDE;47.77558615556383;50.82806103461109;48.43021957573502;53.033866765909934;48.71566803126163;249.80461481205805
383;Estrato 2;VALLE;UNICA;48.013129770992364;51.3206106870229;48.01068702290076;53.02839694656488;48.65404580152672;250.40213740458015
384;Estrato 2;VAUPES;MAÑANA;45.404761904761905;46.88095238095238;43.404761904761905;49.11904761904762;43.92857142857143;230.52380952380952
385;Estrato 2;VAUPES;NOCHE;39.27272727272727;38.72727272727273;35.18181818181818;40.54545454545455;36.72727272727273;192.8181818181818
386;Estrato 2;VICHADA;COMPLETA;43.6;49.46153846153846;46.01538461538462;49.12307692307692;45.92307692307692;234.7846153846154
387;Estrato 2;VICHADA;MAÑANA;46.340425531914896;49.787234042553195;45.765957446808514;51.680851063829785;47.5531914893617;242.9787234042553
388;Estrato 2;VICHADA;NOCHE;43.142857142857146;40.857142857142854;39.857142857142854;50.285714285714285;39.57142857142857;216.0
389;Estrato 2;VICHADA;UNICA;46.12;50.56;43.68;52.84;45.24;241.48
390;Estrato 3;AMAZONAS;COMPLETA;39.76923076923077;41.61538461538461;39.07692307692308;43.84615384615385;43.15384615384615;209.23076923076923
391;Estrato 3;AMAZONAS;MAÑANA;49.13186813186813;53.043956043956044;50.69230769230769;53.417582417582416;49.43956043956044;256.1098901098901
392;Estrato 3;AMAZONAS;NOCHE;38.285714285714285;36.42857142857143;34.42857142857143;42.57142857142857;37.857142857142854;192.14285714285714
393;Estrato 3;AMAZONAS;TARDE;44.2;48.13333333333333;41.46666666666667;55.333333333333336;47.13333333333333;240.8
394;Estrato 3;AMAZONAS;UNICA;47.61290322580645;48.58064516129032;49.806451612903224;51.54838709677419;48.16129032258065;245.19354838709677
395;Estrato 3;ANTIOQUIA;COMPLETA;53.74544542871469;56.431890356008694;55.494233662042454;57.52833026909577;53.114825338458964;276.13688784890525
396;Estrato 3;ANTIOQUIA;MAÑANA;50.367286445701964;53.12206952303961;51.544417497529864;55.33809395490883;50.12108146950507;260.918979610168
397;Estrato 3;ANTIOQUIA;NOCHE;40.67011019283746;42.934573002754824;41.85192837465565;47.25275482093664;41.02203856749311;214.41666666666666
398;Estrato 3;ANTIOQUIA;SABATINA;41.025866528711845;42.541127780651834;41.084842214174856;46.46404552509053;40.79720641489912;212.9058458354889
399;Estrato 3;ANTIOQUIA;TARDE;49.792789639481974;53.3731186559328;50.828141407070355;54.96394819740987;50.15540777038852;259.873993699685
400;Estrato 3;ANTIOQUIA;UNICA;52.527185665739886;54.94439295644115;52.74544331170837;56.90562248995984;51.41442693852333;269.27077540932964
