ANIO;FAMI_EDUCACION;PUNT_MATEMATICAS;PUNT_INGLES;PUNT_LECTURA_CRITICA;PUNT_C_NATURALES;PUNT_GLOBAL;PADRE
20181;Educación profesional incompleta;62.22868217054263;68.38565891472868;63.58720930232558;61.73255813953488;313.22868217054264;mama
20181;Ninguno;59.333333333333336;63.791666666666664;60.708333333333336;58.583333333333336;295.9166666666667;mama
20181;No Aplica;62.93333333333333;69.46666666666667;62.733333333333334;61.8;313.0;mama
20181;No sabe;62.44086021505376;69.5304659498208;62.655913978494624;62.06810035842294;311.6559139784946;mama
20181;Postgrado;70.58675078864353;79.45200540784137;69.07751239296981;68.87471834159531;350.65795403334835;mama
20181;Primaria completa;53.39423076923077;56.91346153846154;56.19230769230769;53.74038461538461;269.7980769230769;mama
20181;Primaria incompleta;51.755319148936174;54.287234042553195;55.52127659574468;53.212765957446805;267.0744680851064;mama
20181;Secundaria (Bachillerato) completa;57.217138103161396;61.03993344425957;59.59900166389351;57.14559068219634;288.87603993344425;mama
20181;Secundaria (Bachillerato) incompleta;55.84438040345821;57.913544668587896;58.262247838616716;55.64553314121037;280.76368876080693;mama
20181;Técnica o tecnológica completa;60.602204408817634;63.554108216432866;62.42384769539078;60.27254509018036;304.91082164328657;mama
20181;Técnica o tecnológica incompleta;59.27755102040816;62.01632653061225;61.204081632653065;58.751020408163264;297.53469387755104;mama
20182;Educación profesional completa;57.160677113119064;59.4490220748027;58.45249914217088;55.89603111060277;284.38753288344964;mama
20182;Educación profesional incompleta;56.34335109056187;57.878781787114285;58.09086340335712;55.0984018494321;280.95848829028046;mama
20182;Ninguno;41.9826435246996;42.98030707610147;46.13473520249221;42.775367156208276;215.7061637739208;mama
20182;No Aplica;47.01863354037267;48.97360248447205;50.482919254658384;47.07608695652174;238.77018633540374;mama
20182;No sabe;51.184988421196024;53.102438359896475;53.18226399673069;50.77142078735867;255.6689824274622;mama
20182;Postgrado;63.376663254861825;67.04878880928011;63.53155919481406;61.453315137040825;314.3083134311384;mama
20182;Primaria completa;48.00786318065658;47.300679291440055;50.27263394709827;47.50540593670139;239.1081405761964;mama
20182;Primaria incompleta;46.53864407845109;46.11582222780991;49.3521498617048;46.44050163439779;233.60574867990948;mama
20182;Secundaria (Bachillerato) completa;51.35014331862232;51.31116975294599;53.29772965103053;50.419473133445564;254.91656581282132;mama
20182;Secundaria (Bachillerato) incompleta;49.39750191738797;49.06215467451361;51.69537792108188;48.710435286199505;245.91590101582432;mama
20182;Técnica o tecnológica completa;54.9594450867052;55.35667052023121;56.73780346820809;53.80691329479769;273.35151445086706;mama
20182;Técnica o tecnológica incompleta;53.360470588235295;53.51788235294118;55.51286274509804;52.12180392156863;265.46149019607844;mama
20191;Educación profesional completa;64.89798880364918;71.39104291934481;64.0767157370931;62.338378602529545;319.2602114866266;mama
20191;Educación profesional incompleta;61.88024883359253;66.22861586314153;61.88335925349922;59.08398133748056;303.92379471228617;mama
20191;Ninguno;40.013333333333335;42.17333333333333;45.18;40.38666666666666;208.74666666666667;mama
20191;No Aplica;52.16216216216216;57.08108108108108;54.45945945945946;52.486486486486484;264.2162162162162;mama
20191;No sabe;59.28947368421053;63.626315789473686;59.56842105263158;57.82368421052632;292.58947368421053;mama
20191;Postgrado;70.64786395686437;78.45624222314392;68.60348403152219;67.31978432185815;346.55122355868934;mama
20191;Primaria completa;45.280858676207515;44.116279069767444;48.86225402504472;44.456171735241504;227.4364937388193;mama
20191;Primaria incompleta;43.43024618991794;41.7221570926143;47.48769050410316;43.29660023446659;220.5451348182884;mama
20191;Secundaria (Bachillerato) completa;52.42340168878167;53.99155609167672;54.260554885404105;50.68837957378368;258.97265782066745;mama
20191;Secundaria (Bachillerato) incompleta;48.45136921624174;48.47214353163362;51.258734655335225;47.27289896128423;241.3314447592068;mama
20191;Técnica o tecnológica completa;57.70661764705882;60.28970588235294;58.77279411764706;55.815441176470586;285.3073529411765;mama
20191;Técnica o tecnológica incompleta;55.449172576832154;56.139479905437355;56.751773049645394;53.274231678487;272.30260047281325;mama
20192;Educación profesional completa;57.351375963396485;57.73333629478267;57.945849898940544;54.59116451591409;279.3285209781667;mama
20192;Educación profesional incompleta;56.52402267979708;56.07072515666965;57.490102456978015;53.75131801452303;275.6696508504924;mama
20192;Ninguno;42.625492912714485;39.792390493445595;45.43621443035276;41.443568155174255;210.75583502078226;mama
20192;No Aplica;47.08856088560886;46.111931119311194;49.43050430504305;45.08733087330873;231.73923739237392;mama
20192;No sabe;51.93928668663218;50.97917233868772;52.965831745167435;49.82793356928941;252.21317723931392;mama
20192;Postgrado;63.37015672616456;65.51904658249892;62.613082281236395;60.22855898998694;308.8445798868089;mama
20192;Primaria completa;48.44294017748224;44.7645370392518;49.852728012055394;46.17678857607578;234.37780754419117;mama
20192;Primaria incompleta;46.83793800539083;43.2963194711847;48.806876524194585;44.94910794506482;228.169474393531;mama
20192;Secundaria (Bachillerato) completa;51.61459091685317;49.114083101895545;52.87236318206739;49.02107656771016;249.81083218737922;mama
20192;Secundaria (Bachillerato) incompleta;49.59000146701658;46.642928165088264;51.12562551956837;47.248838611876316;240.34119545550865;mama
20192;Técnica o tecnológica completa;55.21513538008384;53.477308258751556;56.37752350742041;52.4301801291492;268.4813639968279;mama
20192;Técnica o tecnológica incompleta;53.45880378394873;51.538373512358866;54.952395483674096;50.63198046994202;259.77906621910284;mama
20201;Educación profesional completa;63.55173279758915;72.76770467101959;63.192867905575085;60.64113510798594;313.2523857358112;mama
20201;Educación profesional incompleta;60.55287569573284;67.11688311688312;61.05194805194805;57.788497217068645;298.24860853432284;mama
20201;Ninguno;41.63636363636363;43.22727272727273;45.57575757575758;40.95454545454545;211.25757575757575;mama
20201;No Aplica;64.41666666666667;69.16666666666667;55.583333333333336;58.833333333333336;298.75;mama
20201;No sabe;59.74809160305343;65.18702290076335;59.69465648854962;57.041984732824424;291.587786259542;mama
20201;Postgrado;67.7617540687161;79.38652802893309;66.66681735985533;64.51672694394213;334.623869801085;mama
20201;Primaria completa;46.85950413223141;45.40909090909091;49.3801652892562;44.87190082644628;231.16528925619835;mama
20201;Primaria incompleta;45.26946107784431;44.1497005988024;48.11077844311377;44.43712574850299;226.72754491017963;mama
20201;Secundaria (Bachillerato) completa;54.050377833753146;56.499370277078086;55.42632241813602;51.57304785894207;265.3639798488665;mama
20201;Secundaria (Bachillerato) incompleta;51.42947368421053;53.06947368421053;53.86105263157895;50.037894736842105;255.37684210526317;mama
20201;Técnica o tecnológica completa;58.32913843175218;62.00193610842207;59.21200387221685;55.82768635043563;287.09002904162634;mama
20201;Técnica o tecnológica incompleta;56.7148288973384;59.41444866920152;57.79087452471483;53.76425855513308;277.2357414448669;mama
20202;Educación profesional completa;56.894084361028916;54.34588885769206;57.1280533897756;53.74324528627891;277.27368739336083;mama
20202;Educación profesional incompleta;55.814641288433386;52.361054172767204;56.595412396290875;52.71117618350415;272.5613469985359;mama
20202;Ninguno;43.656385703151095;40.65749916490368;46.004231154659834;41.89232824852466;215.60171473109898;mama
20202;No Aplica;47.49891304347826;45.4195652173913;49.583695652173915;45.56956521739131;234.99565217391304;mama
20202;No sabe;51.880005741352086;49.462322376919765;52.47495335151428;49.29323955791589;252.1517152289364;mama
20202;Postgrado;62.47382920110193;61.72504767959313;61.502436956982415;59.05107014197923;304.9731934731935;mama
20202;Primaria completa;48.69632630255622;43.727922894258974;49.87313870652326;46.05419751361922;236.19673138706523;mama
20202;Primaria incompleta;47.10154638234167;42.75363774122287;48.80831796688149;44.795848319427456;230.06913990469758;mama
20202;Secundaria (Bachillerato) completa;51.52335400742132;46.81105900568612;52.490847934222586;48.53346265761397;249.77105153097997;mama
20202;Secundaria (Bachillerato) incompleta;49.5595946243666;44.90844165381508;50.77124183006536;46.735239039435996;240.4376881838878;mama
20202;Técnica o tecnológica completa;54.956326022411645;50.388731922229674;55.76230725026338;51.79338664878843;267.36198639977016;mama
20202;Técnica o tecnológica incompleta;53.161702127659574;48.54656301145663;54.40916530278233;49.966857610474634;258.7648936170213;mama
20211;Educación profesional completa;64.90221211494728;74.21707670043415;64.42629729170974;61.18916683894976;319.47880917924334;mama
20211;Educación profesional incompleta;61.74834437086093;68.52814569536424;62.66887417218543;58.84437086092715;306.0066225165563;mama
20211;Ninguno;44.6875;46.8125;49.145833333333336;43.395833333333336;226.29166666666666;mama
20211;No Aplica;57.46666666666667;65.4;60.6;54.63333333333333;287.56666666666666;mama
20211;No sabe;61.49199084668192;69.20594965675058;61.19450800915332;58.878718535469105;301.4187643020595;mama
20211;Postgrado;69.96683459277918;80.45214105793451;67.74265323257767;65.1574307304786;341.5449202350966;mama
20211;Primaria completa;48.325842696629216;49.6123595505618;51.241573033707866;48.06741573033708;243.87640449438203;mama
20211;Primaria incompleta;47.924369747899156;48.57983193277311;50.65966386554622;47.36974789915966;242.39915966386553;mama
20211;Secundaria (Bachillerato) completa;54.81611435997401;57.74528914879792;56.32293697205978;52.628330084470434;271.0285899935023;mama
20211;Secundaria (Bachillerato) incompleta;52.67818574514039;54.21166306695464;54.32613390928726;50.159827213822894;259.3693304535637;mama
20211;Técnica o tecnológica completa;59.322994652406415;62.76898395721925;60.54545454545455;56.24812834224599;292.6620320855615;mama
20211;Técnica o tecnológica incompleta;57.625850340136054;61.302721088435376;58.673469387755105;55.17687074829932;284.1326530612245;mama
