ANIO;FAMI_EDUCACION;PUNT_MATEMATICAS;PUNT_INGLES;PUNT_LECTURA_CRITICA;PUNT_C_NATURALES;PUNT_GLOBAL;PADRE
20202;Secundaria (Bachillerato) incompleta;50.241379310344826;45.63062633506256;51.30206743973146;47.28452090326518;243.37480927677754;papa
20202;Técnica o tecnológica completa;55.35205333919478;51.10448034582555;56.04659852731069;52.221013298164635;269.50221636077225;papa
20202;Técnica o tecnológica incompleta;53.3207774960763;48.902933719666784;54.5176868284438;49.98068332729687;259.4684293130508;papa
20211;Educación profesional completa;64.80994928761169;74.00434677614103;64.28109152378653;61.150205264428884;319.03718908476213;papa
20211;Educación profesional incompleta;61.917355371900825;69.52892561983471;62.99586776859504;58.88223140495868;308.0123966942149;papa
20211;Ninguno;45.506024096385545;46.7710843373494;48.963855421686745;44.59036144578313;228.32530120481928;papa
20211;No Aplica;59.45614035087719;65.01754385964912;60.21052631578947;56.921052631578945;293.2105263157895;papa
20211;No sabe;60.48854041013269;67.22436670687576;60.91917973462002;57.78407720144753;297.53679131483716;papa
20211;Postgrado;70.44154818325434;81.39218009478672;68.16232227488152;65.46761453396525;343.8297788309637;papa
20211;Primaria completa;50.94214876033058;51.48347107438016;53.15289256198347;48.50413223140496;251.7396694214876;papa
20211;Primaria incompleta;50.75433526011561;50.91907514450867;52.179190751445084;49.17341040462428;251.5;papa
20211;Secundaria (Bachillerato) completa;56.20963704630788;59.64643304130163;57.33416770963704;53.60826032540676;276.93304130162704;papa
20211;Secundaria (Bachillerato) incompleta;55.37925696594427;58.89164086687307;56.8250773993808;53.1671826625387;274.3622291021672;papa
20211;Técnica o tecnológica completa;59.314093959731544;63.34496644295302;60.810738255033556;56.914093959731545;294.2536912751678;papa
20211;Técnica o tecnológica incompleta;56.528888888888886;60.90222222222222;59.51555555555556;54.62222222222222;282.81333333333333;papa
20142;Educación profesional completa;57.63236321303842;59.62962100633812;57.49918509895227;57.513827447936876;287.6227913594619;mama
20142;Educación profesional incompleta;56.8098652136507;57.531689131058215;57.0146257527961;56.87826211643247;283.9799254373387;mama
20142;Ninguno;44.26697811229345;45.43091962972576;43.93762436196903;44.55420019032788;222.3737347521412;mama
20142;No sabe;47.9676689728579;48.66817456093667;48.10989888238425;47.947046301224056;240.33076104310803;mama
20142;Postgrado;62.298737402988536;66.27279045522994;61.19193791266072;62.0894243020966;309.56156608363256;mama
20142;Primaria completa;47.52872201823996;47.16801558161264;47.24871359574664;47.53702607024886;237.34267703686157;mama
20142;Primaria incompleta;46.43501885118651;46.49998767896306;46.116199699366696;46.56574505310367;232.38292550701067;mama
20142;Secundaria (Bachillerato) completa;50.81307992325355;50.21728839681691;51.04183310791684;50.73269273110433;253.79309910986694;mama
20142;Secundaria (Bachillerato) incompleta;49.08256973752582;48.52942220194416;49.25407145482428;49.00449919521438;245.3065916378338;mama
20142;Técnica o tecnológica completa;54.730640815370194;54.62825093720712;55.274630974695405;54.86846883786317;274.18919868791005;mama
20142;Técnica o tecnológica incompleta;53.056261529001844;52.47017831522853;53.495080959212956;53.041811846689896;265.27813076450093;mama
20151;Educación profesional completa;65.14270211611503;71.8742991499367;61.8332429010671;65.33894013383976;324.00850063302585;mama
20151;Educación profesional incompleta;62.307210031347964;66.01724137931035;59.86833855799373;62.81504702194357;310.8605015673981;mama
20151;Ninguno;44.58386411889597;44.86624203821656;44.182590233545646;41.07006369426752;217.4140127388535;mama
20151;No sabe;49.472332015810274;50.00395256916996;48.91106719367589;47.569169960474305;244.28656126482213;mama
20151;Postgrado;71.25269031486648;79.15145476285373;65.74930251096055;70.3774412116381;350.4121163810283;mama
20151;Primaria completa;44.68415051311288;45.296465222348914;45.716077537058155;42.807867730900796;222.8181299885975;mama
20151;Primaria incompleta;43.202820685023504;44.261920752182675;44.06783075889859;40.54533243787777;214.6548018804567;mama
20151;Secundaria (Bachillerato) completa;50.11642778390298;51.01256890848953;50.58544652701213;49.88687982359426;251.91289966923924;mama
20151;Secundaria (Bachillerato) incompleta;47.283300198807154;47.47763419483101;47.82057654075547;46.018389662027836;235.6714711729622;mama
20151;Técnica o tecnológica completa;55.93226716839135;57.60724365004704;55.190968955785515;56.46142991533396;280.771872060207;mama
20151;Técnica o tecnológica incompleta;52.261986301369866;53.06506849315068;52.111301369863014;52.63013698630137;262.5650684931507;mama
20152;Educación profesional completa;59.46308588286158;60.9944304570077;56.63388520129193;57.78042267490654;290.8349228147809;mama
20152;Educación profesional incompleta;58.492179863147605;59.38791137178234;56.35532746823069;57.16682958618443;287.3706419029;mama
20152;Ninguno;43.27320300157978;45.63763823064771;44.50622037914692;44.44687993680885;220.72857424960506;mama
20152;No sabe;47.4366463237431;48.81923859343214;47.84641092705609;47.789305434466726;238.5417029933159;mama
20152;Postgrado;66.07172430589381;68.7433024841695;60.812591329761325;63.014369215781784;317.97576716999515;mama
20152;Primaria completa;47.045983761425724;47.0678905172854;47.256995863759386;47.497765919419905;236.09169943318184;mama
20152;Primaria incompleta;45.68260357070983;46.35087542765144;46.197093407699164;46.413923468360984;230.34091366472128;mama
20152;Secundaria (Bachillerato) completa;51.01514302978497;50.49983788483929;50.4754100776679;50.77407778580166;253.49117209261198;mama
20152;Secundaria (Bachillerato) incompleta;48.686377692182496;48.35341507079694;48.66224976943525;48.80735637172462;243.2040633646178;mama
20152;Técnica o tecnológica completa;55.791726439675614;55.51503352167931;54.33843721638317;54.860526392833094;275.3173580817988;mama
20152;Técnica o tecnológica incompleta;53.108229635051764;52.7463139182265;52.411690891979504;52.61037331381365;263.77611628150163;mama
20161;Educación profesional completa;71.09575978900385;76.57090687766281;62.18381010346926;67.38506796510448;337.2818015824711;mama
20161;Educación profesional incompleta;66.49159663865547;69.4516806722689;60.180672268907564;63.62605042016807;319.06302521008405;mama
20161;Ninguno;63.0625;70.21875;58.625;60.5;307.25;mama
20161;No sabe;62.71328671328671;66.25174825174825;57.25174825174825;60.62237762237762;303.2937062937063;mama
20161;Postgrado;76.78684210526316;83.29561403508772;64.91447368421052;71.25087719298246;358.70394736842104;mama
20161;Primaria completa;54.39160839160839;54.81118881118881;53.16083916083916;55.00699300699301;269.4195804195804;mama
20161;Primaria incompleta;53.36470588235294;54.21176470588235;54.56470588235294;55.34117647058824;271.1058823529412;mama
20161;Secundaria (Bachillerato) completa;58.55946398659967;59.6035734226689;55.95086543830262;58.25683975432719;287.6560580681184;mama
20161;Secundaria (Bachillerato) incompleta;56.828402366863905;57.22485207100592;55.328402366863905;57.49704142011834;281.5295857988166;mama
20161;Técnica o tecnológica completa;63.348387096774196;65.22258064516129;58.27741935483871;61.660483870967745;306.5758064516129;mama
20161;Técnica o tecnológica incompleta;62.7005076142132;62.22842639593909;57.857868020304565;60.84771573604061;302.2741116751269;mama
20162;Educación profesional completa;59.11463117908484;62.326439407105795;59.43066762668521;59.42778757107034;296.8272463192393;mama
20162;Educación profesional incompleta;58.50066361893526;60.819643120483704;58.97802683969916;58.989971980533845;293.8392567467925;mama
20162;Ninguno;42.81844688502284;45.18670424725435;46.61706677033725;46.30809602488094;225.24948974633102;mama
20162;No sabe;47.697897623400365;49.6672760511883;50.24741011578306;50.0275746496039;245.23171846435102;mama
20162;Postgrado;64.18698335079753;68.82070089649552;63.20689253696589;63.60996623588311;319.61555477936895;mama
20162;Primaria completa;47.65557732680196;48.14111966410077;49.89371588523443;50.083177046885936;243.70694191742479;mama
20162;Primaria incompleta;46.235019355207335;47.04142442898567;48.95907552101933;49.089876726613056;238.28577142285772;mama
20162;Secundaria (Bachillerato) completa;51.88197161627527;52.66783782802802;53.39768429458096;53.346158034191134;262.4141265289826;mama
20162;Secundaria (Bachillerato) incompleta;49.49452718708307;50.09592397963351;51.4351839246331;51.41895608135704;251.66890843248837;mama
20162;Técnica o tecnológica completa;56.16865594187857;57.523559937727036;57.12340425531915;56.95272444213804;282.74787234042554;mama
20162;Técnica o tecnológica incompleta;54.31508078994614;55.521244763614604;55.62218232595252;55.40793935767006;274.4048473967684;mama
20171;Educación profesional completa;64.62380422691879;73.99755283648499;64.09143492769743;64.79621802002225;325.47363737486097;mama
20171;Educación profesional incompleta;61.074074074074076;67.97906602254429;61.42512077294686;61.80515297906602;309.50402576489535;mama
20171;Ninguno;51.76;51.68;54.72;52.76;265.56;mama
20171;No Aplica;60.28947368421053;67.63157894736842;59.81578947368421;60.60526315789474;303.4736842105263;mama
20171;No sabe;59.8252427184466;66.75404530744336;60.22330097087379;61.06148867313916;302.06472491909386;mama
20171;Postgrado;69.25126553152325;80.47031753336401;67.34974689369535;68.83801196502532;347.2080073630925;mama
20171;Primaria completa;52.735537190082646;53.611570247933884;55.28099173553719;54.49586776859504;270.08264462809916;mama
20171;Primaria incompleta;51.35820895522388;52.28358208955224;53.865671641791046;52.73134328358209;263.4179104477612;mama
20171;Secundaria (Bachillerato) completa;55.86686611817502;58.80553477935677;57.27898279730741;57.26103216155572;283.41810022438295;mama
20171;Secundaria (Bachillerato) incompleta;53.47126436781609;54.38793103448276;55.5919540229885;55.02873563218391;272.0689655172414;mama
20171;Técnica o tecnológica completa;58.639047619047616;61.51714285714286;59.75047619047619;59.27428571428572;296.2152380952381;mama
20171;Técnica o tecnológica incompleta;57.266666666666666;62.05185185185185;58.60740740740741;58.266666666666666;290.7481481481482;mama
20172;Educación profesional completa;57.112832565143975;58.226418107972435;58.69410852005659;57.01045041756035;287.06589695614474;mama
20172;Educación profesional incompleta;56.2017203894508;56.394271670290195;58.15124302864165;56.17629265526042;283.1131486908025;mama
20172;Ninguno;42.35551387106328;42.73097048079771;47.31197551584559;45.08470727613782;222.92417810247804;mama
20172;No Aplica;47.34097035040431;47.897574123989216;50.735849056603776;48.26954177897574;242.19811320754718;mama
20172;No sabe;50.77302996670366;51.46198668146504;53.358906770255274;52.03454495005549;257.94242508324083;mama
20172;Postgrado;63.153511632963685;65.65720808871494;63.19558599695586;62.02620134811916;314.8070232659274;mama
20172;Primaria completa;47.7513000790448;46.35253983442193;51.1249739984191;49.44275491949911;244.33689728335483;mama
20172;Primaria incompleta;46.27316266109369;45.35118425635667;50.3120573551608;48.55128874956461;239.39184952978056;mama
20172;Secundaria (Bachillerato) completa;51.29372756698602;50.152855195184614;53.997950306526555;52.145314920099054;259.6339117611597;mama
20172;Secundaria (Bachillerato) incompleta;49.412653630865734;48.07302249501028;52.54574785779672;50.65059951678497;251.43867521046866;mama
20172;Técnica o tecnológica completa;54.99688502926185;54.14279309042855;57.19357655276572;55.26302624126864;277.18864451576366;mama
20172;Técnica o tecnológica incompleta;53.14571039491602;52.029883492207595;55.739975790588595;53.40134664850961;268.2202299894084;mama
20181;Educación profesional completa;65.74309392265194;73.51381215469613;65.58034069981584;64.5946132596685;327.9578729281768;mama
