;FAMI_ESTRATOVIVIENDA;ESTU_DEPTO_RESIDE;FAMI_TIENELAVADORA;PUNT_SOCIALES_CIUDADANAS;PUNT_MATEMATICAS;PUNT_INGLES;PUNT_LECTURA_CRITICA;PUNT_C_NATURALES;PUNT_GLOBAL
204;Estrato 3;VALLE;Si;50.71459428324573;53.90827273381813;53.214702282381744;55.55792353661171;51.76816185470516;265.0246958024336
205;Estrato 3;VAUPES;No;38.96;40.92;37.72;41.68;40.12;201.08
206;Estrato 3;VAUPES;Si;43.666666666666664;46.44444444444444;41.22222222222222;51.666666666666664;39.333333333333336;224.66666666666666
207;Estrato 3;VICHADA;No;40.36;44.64;38.28;46.8;42.56;215.92
208;Estrato 3;VICHADA;Si;48.75;52.68181818181818;47.63636363636363;52.88636363636363;48.65909090909091;252.4318181818182
209;Estrato 4;AMAZONAS;No;38.3;38.0;41.3;39.0;41.6;197.0
210;Estrato 4;AMAZONAS;Si;40.5;47.0;45.75;47.75;43.875;224.25
211;Estrato 4;ANTIOQUIA;No;42.422222222222224;44.88;43.46666666666667;47.64;43.24444444444445;222.32444444444445
212;Estrato 4;ANTIOQUIA;Si;53.9455462769659;56.598643006263046;58.406402226861516;57.84116214335421;53.37178148921364;278.3338552540014
213;Estrato 4;ARAUCA;No;41.42857142857143;46.333333333333336;41.142857142857146;48.476190476190474;43.523809523809526;223.23809523809524
214;Estrato 4;ARAUCA;Si;42.860759493670884;47.9746835443038;46.12658227848101;49.063291139240505;45.30379746835443;231.46835443037975
215;Estrato 4;ATLANTICO;No;43.484472049689444;46.857142857142854;47.49068322981366;48.701863354037265;44.49689440993789;230.0
216;Estrato 4;ATLANTICO;Si;53.63067926225821;57.00269905533064;60.31848852901484;57.872244714349975;54.58839406207827;280.61673414304994
217;Estrato 4;BOGOTA;No;56.0;55.75;60.5;58.5;52.25;280.0
218;Estrato 4;BOGOTA;Si;65.36473755047106;68.07133243606998;77.3028263795424;66.67698519515478;65.26917900403768;335.9434724091521
219;Estrato 4;BOGOTÁ;No;50.32446808510638;53.462765957446805;52.702127659574465;54.01063829787234;49.973404255319146;260.00531914893617
220;Estrato 4;BOGOTÁ;Si;59.71888624653191;62.703329369797856;66.2733848592945;61.865834324217204;59.38733650416171;306.65279429250893
221;Estrato 4;BOLIVAR;No;38.252808988764045;40.18539325842696;40.449438202247194;44.37078651685393;40.12359550561798;203.57303370786516
222;Estrato 4;BOLIVAR;Si;46.44010589013898;49.829913964262076;50.6432825943084;51.52084712111185;47.829252150893446;245.18927862342818
223;Estrato 4;BOYACA;No;43.56578947368421;48.76315789473684;45.3421052631579;48.4078947368421;45.05263157894737;231.78947368421052
224;Estrato 4;BOYACA;Si;57.02599179206566;61.40766073871409;59.660738714090286;59.674418604651166;57.38577291381669;294.6812585499316
225;Estrato 4;CALDAS;No;41.53448275862069;44.10344827586207;43.62068965517241;47.62068965517241;42.93103448275862;220.08620689655172
226;Estrato 4;CALDAS;Si;55.806451612903224;59.52129032258065;59.148387096774194;58.86451612903226;56.9341935483871;289.4309677419355
227;Estrato 4;CAQUETA;No;36.608695652173914;37.95652173913044;37.56521739130435;41.34782608695652;38.95652173913044;193.2173913043478
228;Estrato 4;CAQUETA;Si;48.27472527472528;52.05494505494506;52.02197802197802;52.989010989010985;48.76923076923077;253.16483516483515
229;Estrato 4;CASANARE;No;44.5;48.3125;46.5625;48.1875;45.3125;232.875
230;Estrato 4;CASANARE;Si;52.745098039215684;58.56209150326797;57.45751633986928;57.790849673202615;54.47712418300654;280.078431372549
231;Estrato 4;CAUCA;No;39.08247422680412;43.324742268041234;40.170103092783506;44.5360824742268;42.154639175257735;210.57731958762886
232;Estrato 4;CAUCA;Si;53.42379182156134;57.95539033457249;57.12825278810409;57.62639405204461;55.685873605947954;281.2193308550186
233;Estrato 4;CESAR;No;41.08974358974359;46.03846153846154;44.48717948717949;46.87179487179487;42.97435897435897;221.30769230769232
234;Estrato 4;CESAR;Si;47.427038626609445;51.23390557939914;52.55579399141631;52.56437768240343;49.641630901287556;251.95922746781116
235;Estrato 4;CHOCO;No;33.96610169491525;36.74576271186441;36.67796610169491;38.54237288135593;35.983050847457626;181.64406779661016
236;Estrato 4;CHOCO;Si;36.75423728813559;41.47457627118644;40.779661016949156;43.05084745762712;38.936440677966104;200.52542372881356
237;Estrato 4;CORDOBA;No;39.35632183908046;42.632183908045974;41.758620689655174;44.98850574712644;41.13793103448276;210.02298850574712
238;Estrato 4;CORDOBA;Si;45.86702127659574;50.065602836879435;50.177304964539005;51.826241134751776;48.4822695035461;245.7163120567376
239;Estrato 4;CUNDINAMARCA;No;45.13461538461539;48.0;45.54807692307692;49.86538461538461;45.30769230769231;234.79807692307693
240;Estrato 4;CUNDINAMARCA;Si;53.63704748472026;57.57874941231782;58.42454160789845;57.67371885284438;54.270333803479076;279.96426892336626
241;Estrato 4;GUAINIA;No;36.714285714285715;45.142857142857146;43.285714285714285;39.42857142857143;40.714285714285715;203.57142857142858
242;Estrato 4;GUAINIA;Si;46.833333333333336;46.0;49.5;48.166666666666664;44.166666666666664;232.83333333333334
243;Estrato 4;GUAVIARE;No;38.4;45.6;39.8;45.6;41.4;212.6
244;Estrato 4;GUAVIARE;Si;41.333333333333336;46.04761904761905;42.42857142857143;47.0;45.142857142857146;223.47619047619048
245;Estrato 4;HUILA;No;41.45238095238095;45.642857142857146;43.095238095238095;46.904761904761905;43.5;221.38095238095238
246;Estrato 4;HUILA;Si;53.51187335092348;58.13984168865435;57.05540897097625;57.894459102902374;55.11345646437995;281.1715039577836
247;Estrato 4;LA GUAJIRA;No;39.47115384615385;42.54807692307692;41.40384615384615;45.36538461538461;41.36538461538461;210.69230769230768
248;Estrato 4;LA GUAJIRA;Si;42.744;47.266666666666666;46.218666666666664;49.06933333333333;45.36;230.57066666666665
249;Estrato 4;MAGDALENA;No;40.16279069767442;43.57364341085271;41.53488372093023;46.372093023255815;42.093023255813954;214.64341085271317
250;Estrato 4;MAGDALENA;Si;45.42640186915888;49.07710280373832;48.330607476635514;50.748831775700936;46.69042056074766;240.0771028037383
251;Estrato 4;META;No;45.93846153846154;48.87692307692308;44.13846153846154;50.50769230769231;46.06153846153846;237.8
252;Estrato 4;META;Si;51.288624787775895;56.26315789473684;54.9320882852292;55.468590831918505;52.74193548387097;270.0848896434635
253;Estrato 4;NARIÑO;No;41.77653631284916;46.279329608938546;42.68156424581006;46.76536312849162;43.64804469273743;222.31843575418995
254;Estrato 4;NARIÑO;Si;53.23565891472868;56.59224806201551;56.25891472868217;56.72093023255814;54.74573643410853;276.9627906976744
255;Estrato 4;NORTE SANTANDER;No;44.89393939393939;50.75757575757576;47.78787878787879;50.015151515151516;46.303030303030305;239.8939393939394
256;Estrato 4;NORTE SANTANDER;Si;56.13507109004739;60.329383886255926;60.06161137440758;59.30568720379147;56.703791469194314;291.34597156398104
257;Estrato 4;PUTUMAYO;No;40.885714285714286;45.05714285714286;40.714285714285715;45.82857142857143;41.82857142857143;215.9142857142857
258;Estrato 4;PUTUMAYO;Si;43.26984126984127;48.523809523809526;46.0;48.92063492063492;46.523809523809526;233.77777777777777
259;Estrato 4;QUINDIO;No;43.57142857142857;47.0;46.523809523809526;49.285714285714285;43.23809523809524;229.23809523809524
260;Estrato 4;QUINDIO;Si;55.237735849056605;58.83773584905661;59.34905660377358;58.50377358490566;55.90754716981132;286.4584905660377
261;Estrato 4;RISARALDA;No;45.791666666666664;49.4375;50.375;52.916666666666664;47.208333333333336;244.83333333333334
262;Estrato 4;RISARALDA;Si;53.980881130507065;57.24106400665004;58.479634247714046;57.5619285120532;54.049044056525354;279.6084788029925
263;Estrato 4;SAN ANDRES;No;35.0;27.0;37.0;35.0;33.0;164.0
264;Estrato 4;SAN ANDRES;Si;44.78688524590164;46.09836065573771;52.34426229508197;50.65573770491803;44.59016393442623;234.85245901639345
265;Estrato 4;SANTANDER;No;48.95762711864407;52.644067796610166;49.75423728813559;54.0;50.61864406779661;257.0762711864407
266;Estrato 4;SANTANDER;Si;58.223346828609984;62.39473684210526;61.67611336032389;61.31207827260459;59.06241565452092;301.7941970310391
267;Estrato 4;SUCRE;No;36.81132075471698;42.264150943396224;41.339622641509436;43.62264150943396;41.35849056603774;205.20754716981133
268;Estrato 4;SUCRE;Si;45.0873786407767;49.640776699029125;47.40129449838188;50.47572815533981;47.42718446601942;240.48543689320388
269;Estrato 4;TOLIMA;No;42.61538461538461;45.07692307692308;44.65384615384615;46.94871794871795;43.243589743589745;222.47435897435898
270;Estrato 4;TOLIMA;Si;53.235781990521325;56.187203791469194;57.806872037914694;57.23815165876777;53.77251184834123;276.57464454976304
271;Estrato 4;VALLE;No;43.955555555555556;47.595555555555556;46.06666666666667;49.81333333333333;45.48;233.2888888888889
272;Estrato 4;VALLE;Si;54.03680981595092;57.29192229038855;59.864263803680984;58.53195296523517;55.19657464212679;282.69734151329243
273;Estrato 4;VAUPES;No;34.2;36.5;41.5;40.1;35.4;184.6
274;Estrato 4;VICHADA;No;37.0;43.36363636363637;38.18181818181818;41.18181818181818;42.18181818181818;203.63636363636363
275;Estrato 4;VICHADA;Si;37.666666666666664;42.0;44.333333333333336;48.333333333333336;41.333333333333336;212.33333333333334
276;Estrato 5;AMAZONAS;No;31.5;37.5;31.0;39.5;36.5;179.0
277;Estrato 5;AMAZONAS;Si;35.0;31.0;31.0;37.0;34.0;170.0
278;Estrato 5;ANTIOQUIA;No;39.34615384615385;40.69230769230769;41.51923076923077;45.625;38.45192307692308;205.27884615384616
279;Estrato 5;ANTIOQUIA;Si;57.70157451482973;60.65067740754302;65.06334675942878;60.369827901867446;56.917246429879164;296.9220065909923
280;Estrato 5;ARAUCA;No;43.5;45.4;39.9;48.9;41.1;221.6
281;Estrato 5;ARAUCA;Si;39.1764705882353;46.05882352941177;41.88235294117647;45.0;43.294117647058826;216.2941176470588
282;Estrato 5;ATLANTICO;No;43.30434782608695;46.72463768115942;44.608695652173914;48.53623188405797;44.04347826086956;227.84057971014494
283;Estrato 5;ATLANTICO;Si;53.4039039039039;56.989489489489486;62.47597597597598;57.453453453453456;54.4024024024024;280.4714714714715
284;Estrato 5;BOGOTA;No;42.833333333333336;49.166666666666664;49.333333333333336;49.0;45.666666666666664;234.5
285;Estrato 5;BOGOTA;Si;67.7322738386308;71.37286063569682;80.74449877750611;68.97799511002445;67.54767726161369;349.0953545232274
286;Estrato 5;BOGOTÁ;No;48.377049180327866;51.98360655737705;46.90163934426229;54.18032786885246;47.40983606557377;251.0655737704918
287;Estrato 5;BOGOTÁ;Si;61.78359575247162;64.9985353350421;71.83888685463201;63.488099597217136;61.1490296594654;317.7352618088612
288;Estrato 5;BOLIVAR;No;36.921052631578945;39.55263157894737;38.73684210526316;42.60526315789474;39.36842105263158;197.76315789473685
289;Estrato 5;BOLIVAR;Si;49.30743801652893;52.3900826446281;55.14049586776859;53.18181818181818;49.945454545454545;257.53553719008266
290;Estrato 5;BOYACA;No;43.84;49.52;44.88;48.84;43.2;231.28
291;Estrato 5;BOYACA;Si;56.88205128205128;60.87179487179487;60.697435897435895;58.52820512820513;56.4974358974359;291.96923076923076
292;Estrato 5;CALDAS;No;41.0;39.8421052631579;40.94736842105263;44.89473684210526;40.94736842105263;208.10526315789474
293;Estrato 5;CALDAS;Si;58.31958762886598;60.25773195876289;61.03092783505155;59.54123711340206;57.74226804123711;295.6443298969072
294;Estrato 5;CAQUETA;No;37.94736842105263;45.36842105263158;37.94736842105263;45.05263157894737;42.89473684210526;212.26315789473685
295;Estrato 5;CAQUETA;Si;44.2;44.6;45.1;49.2;42.05;225.05
296;Estrato 5;CASANARE;No;39.3;43.4;42.6;44.4;40.9;210.1
297;Estrato 5;CASANARE;Si;45.476190476190474;49.333333333333336;48.07142857142857;49.42857142857143;46.714285714285715;238.83333333333334
298;Estrato 5;CAUCA;No;38.34020618556701;40.79381443298969;40.896907216494846;43.371134020618555;40.134020618556704;203.37113402061857
299;Estrato 5;CAUCA;Si;54.12169312169312;58.55026455026455;58.28042328042328;57.87830687830688;55.560846560846564;283.33862433862436
300;Estrato 5;CESAR;No;42.375;46.71875;43.59375;47.3125;42.5625;223.25
301;Estrato 5;CESAR;Si;51.0;53.620879120879124;56.714285714285715;54.33516483516483;51.752747252747255;264.9010989010989
302;Estrato 5;CHOCO;No;34.82142857142857;36.642857142857146;36.357142857142854;39.535714285714285;37.357142857142854;185.17857142857142
303;Estrato 5;CHOCO;Si;35.48913043478261;39.641304347826086;39.03260869565217;42.72826086956522;37.43478260869565;194.2173913043478
304;Estrato 5;CORDOBA;No;39.03225806451613;43.45161290322581;43.08064516129032;45.935483870967744;41.87096774193548;213.0
305;Estrato 5;CORDOBA;Si;46.56053811659193;50.09865470852018;51.14798206278027;51.74439461883408;48.43946188340807;246.78026905829597
306;Estrato 5;CUNDINAMARCA;No;43.0;47.36363636363637;44.21212121212121;46.484848484848484;43.45454545454545;225.0
307;Estrato 5;CUNDINAMARCA;Si;55.932914046121596;60.16981132075472;64.18448637316561;59.60377358490566;56.64989517819706;292.79245283018867
308;Estrato 5;GUAINIA;No;31.0;40.0;40.5;40.0;36.5;186.0
309;Estrato 5;GUAINIA;Si;38.5;46.0;47.0;41.5;43.5;213.5
310;Estrato 5;GUAVIARE;No;37.5;40.0;40.5;45.0;42.0;205.5
311;Estrato 5;GUAVIARE;Si;31.0;40.0;32.0;34.0;34.0;173.0
312;Estrato 5;HUILA;No;38.8125;41.9375;39.875;45.4375;40.25;207.3125
313;Estrato 5;HUILA;Si;52.5;57.27450980392157;58.666666666666664;56.490196078431374;53.745098039215684;276.4019607843137
314;Estrato 5;LA GUAJIRA;No;37.59649122807018;42.08771929824562;37.01754385964912;43.771929824561404;39.54385964912281;202.28070175438597
315;Estrato 5;LA GUAJIRA;Si;38.56521739130435;42.41304347826087;40.7536231884058;44.65942028985507;40.42028985507246;207.28985507246378
316;Estrato 5;MAGDALENA;No;36.59016393442623;40.83606557377049;37.36065573770492;42.049180327868854;38.81967213114754;197.01639344262296
317;Estrato 5;MAGDALENA;Si;45.44444444444444;48.26936026936027;48.75757575757576;50.656565656565654;46.377104377104374;238.85185185185185
318;Estrato 5;META;No;42.81818181818182;46.18181818181818;42.5;46.81818181818182;42.95454545454545;222.54545454545453
319;Estrato 5;META;Si;52.78666666666667;57.653333333333336;56.29333333333334;56.086666666666666;53.96;276.08
320;Estrato 5;NARIÑO;No;40.97222222222222;44.25;41.0;46.611111111111114;42.236111111111114;216.58333333333334
321;Estrato 5;NARIÑO;Si;51.68867924528302;55.24528301886792;55.93867924528302;55.466981132075475;53.594339622641506;270.7311320754717
322;Estrato 5;NORTE SANTANDER;No;42.44444444444444;47.94444444444444;43.388888888888886;50.111111111111114;42.888888888888886;228.22222222222223
323;Estrato 5;NORTE SANTANDER;Si;55.026455026455025;58.61904761904762;58.58201058201058;57.783068783068785;55.216931216931215;284.0740740740741
324;Estrato 5;PUTUMAYO;No;41.21052631578947;44.94736842105263;43.21052631578947;48.473684210526315;44.526315789473685;223.42105263157896
325;Estrato 5;PUTUMAYO;Si;38.22727272727273;44.45454545454545;39.09090909090909;43.72727272727273;40.36363636363637;207.54545454545453
326;Estrato 5;QUINDIO;No;48.55555555555556;49.55555555555556;45.77777777777778;49.888888888888886;44.77777777777778;240.11111111111111
327;Estrato 5;QUINDIO;Si;58.364372469635626;61.79352226720648;62.85425101214575;60.51417004048583;58.8421052631579;300.5425101214575
328;Estrato 5;RISARALDA;No;46.76470588235294;51.411764705882355;53.0;52.0;48.411764705882355;249.41176470588235
329;Estrato 5;RISARALDA;Si;56.925925925925924;60.21832358674464;64.00194931773879;60.629629629629626;57.380116959064324;295.9551656920078
330;Estrato 5;SAN ANDRES;No;51.0;51.0;40.5;34.5;43.0;223.0
331;Estrato 5;SAN ANDRES;Si;44.6875;48.3125;58.4375;49.5;44.3125;238.125
332;Estrato 5;SANTANDER;No;45.17142857142857;50.91428571428571;43.17142857142857;52.74285714285714;46.542857142857144;241.94285714285715
333;Estrato 5;SANTANDER;Si;60.30813953488372;64.73837209302326;67.4186046511628;63.03924418604651;61.39098837209303;313.7892441860465
334;Estrato 5;SUCRE;No;36.74074074074074;40.407407407407405;38.22222222222222;42.0;42.7037037037037;201.40740740740742
335;Estrato 5;SUCRE;Si;45.270270270270274;49.612612612612615;48.57657657657658;51.34234234234234;47.77477477477478;242.5045045045045
336;Estrato 5;TOLIMA;No;39.108108108108105;41.729729729729726;43.91891891891892;45.83783783783784;40.945945945945944;210.2972972972973
337;Estrato 5;TOLIMA;Si;52.881278538812786;55.93150684931507;56.789954337899545;56.71689497716895;52.76712328767123;273.71232876712327
338;Estrato 5;VALLE;No;41.9375;45.177083333333336;43.979166666666664;47.5625;42.625;221.44791666666666
339;Estrato 5;VALLE;Si;58.072817729534144;61.036182722749885;66.51334237901402;61.13613749434645;58.54228855721393;301.1166892808684
340;Estrato 5;VAUPES;No;36.57142857142857;41.57142857142857;40.42857142857143;37.142857142857146;39.285714285714285;193.85714285714286
341;Estrato 5;VAUPES;Si;37.0;48.0;40.0;35.0;39.0;199.0
342;Estrato 5;VICHADA;No;37.75;52.25;38.5;46.0;42.25;220.5
343;Estrato 6;AMAZONAS;No;31.285714285714285;34.285714285714285;35.714285714285715;36.285714285714285;33.857142857142854;170.28571428571428
344;Estrato 6;AMAZONAS;Si;39.666666666666664;49.666666666666664;43.0;54.333333333333336;40.333333333333336;228.66666666666666
345;Estrato 6;ANTIOQUIA;No;37.56363636363636;39.127272727272725;41.163636363636364;41.81818181818182;36.69090909090909;194.85454545454544
346;Estrato 6;ANTIOQUIA;Si;58.12988929889299;61.368265682656826;70.30922509225093;60.43985239852398;57.06937269372694;300.4981549815498
347;Estrato 6;ARAUCA;No;37.8;46.6;41.2;41.8;42.4;210.4
348;Estrato 6;ARAUCA;Si;35.77777777777778;39.111111111111114;38.44444444444444;38.666666666666664;37.22222222222222;188.77777777777777
349;Estrato 6;ATLANTICO;No;40.5;44.84090909090909;42.43181818181818;46.56818181818182;42.65909090909091;217.6590909090909
350;Estrato 6;ATLANTICO;Si;56.335779816513764;59.61284403669725;68.61467889908256;59.814678899082566;56.94862385321101;294.91926605504585
351;Estrato 6;BOGOTA;No;65.0;62.5;77.75;63.0;64.0;323.5
352;Estrato 6;BOGOTA;Si;67.7734375;71.58147321428571;82.04799107142857;68.6796875;67.05580357142857;348.96986607142856
353;Estrato 6;BOGOTÁ;No;45.78125;48.375;48.53125;47.40625;44.59375;233.5
354;Estrato 6;BOGOTÁ;Si;62.52442528735632;65.95043103448276;76.57040229885058;64.13002873563218;61.74640804597701;322.9181034482759
355;Estrato 6;BOLIVAR;No;36.359375;38.90625;39.421875;40.609375;37.609375;192.25
356;Estrato 6;BOLIVAR;Si;52.09452736318408;54.95273631840796;60.72885572139303;55.87064676616915;52.94278606965174;272.45522388059703
357;Estrato 6;BOYACA;No;39.857142857142854;46.214285714285715;43.0;45.857142857142854;41.357142857142854;216.5
358;Estrato 6;BOYACA;Si;52.473684210526315;55.26315789473684;54.21052631578947;55.44736842105263;50.078947368421055;266.94736842105266
359;Estrato 6;CALDAS;No;40.57142857142857;40.285714285714285;39.0;45.57142857142857;40.714285714285715;208.0
360;Estrato 6;CALDAS;Si;60.5;62.68103448275862;69.03879310344827;62.14655172413793;59.875;309.45258620689657
361;Estrato 6;CAQUETA;No;41.888888888888886;41.55555555555556;35.333333333333336;44.888888888888886;37.55555555555556;205.0
362;Estrato 6;CAQUETA;Si;37.90909090909091;43.0;40.36363636363637;44.18181818181818;38.72727272727273;204.54545454545453
363;Estrato 6;CASANARE;No;37.142857142857146;44.285714285714285;35.714285714285715;43.285714285714285;36.57142857142857;199.85714285714286
364;Estrato 6;CASANARE;Si;46.214285714285715;47.92857142857143;47.92857142857143;48.785714285714285;47.92857142857143;238.57142857142858
365;Estrato 6;CAUCA;No;35.42424242424242;40.21212121212121;38.03030303030303;41.27272727272727;37.5;192.83333333333334
366;Estrato 6;CAUCA;Si;51.45333333333333;56.946666666666665;56.72;55.82666666666667;52.653333333333336;272.08
367;Estrato 6;CESAR;No;46.5;51.55555555555556;47.333333333333336;50.388888888888886;46.611111111111114;243.22222222222223
368;Estrato 6;CESAR;Si;47.2112676056338;49.971830985915496;53.33802816901409;52.32394366197183;49.42253521126761;250.05633802816902
369;Estrato 6;CHOCO;No;35.56666666666667;37.5;36.4;39.43333333333333;34.63333333333333;183.8
370;Estrato 6;CHOCO;Si;35.9264705882353;37.61764705882353;38.80882352941177;40.61764705882353;36.161764705882355;188.4558823529412
371;Estrato 6;CORDOBA;No;36.11538461538461;38.11538461538461;39.96153846153846;43.69230769230769;40.5;198.15384615384616
372;Estrato 6;CORDOBA;Si;49.02797202797203;51.30769230769231;54.48251748251748;52.58041958041958;50.02797202797203;255.15384615384616
373;Estrato 6;CUNDINAMARCA;No;41.111111111111114;44.611111111111114;42.111111111111114;43.833333333333336;41.55555555555556;213.61111111111111
374;Estrato 6;CUNDINAMARCA;Si;57.923371647509576;61.00383141762452;68.31417624521073;60.701149425287355;58.41379310344828;300.97701149425285
375;Estrato 6;GUAINIA;No;36.0;39.0;32.0;28.0;36.0;173.0
376;Estrato 6;GUAVIARE;No;44.0;46.0;36.0;58.0;47.0;239.0
377;Estrato 6;GUAVIARE;Si;39.857142857142854;43.285714285714285;40.857142857142854;41.857142857142854;40.714285714285715;206.85714285714286
378;Estrato 6;HUILA;No;41.92307692307692;47.92307692307692;43.38461538461539;46.38461538461539;42.84615384615385;223.3846153846154
379;Estrato 6;HUILA;Si;46.92;49.0;49.16;49.12;45.0;238.2
380;Estrato 6;LA GUAJIRA;No;34.23255813953488;38.58139534883721;37.04651162790697;41.23255813953488;39.0;190.88372093023256
381;Estrato 6;LA GUAJIRA;Si;37.016129032258064;40.225806451612904;39.32258064516129;41.75806451612903;39.403225806451616;197.91935483870967
382;Estrato 6;MAGDALENA;No;41.15625;42.40625;41.09375;46.5625;40.125;212.28125
383;Estrato 6;MAGDALENA;Si;46.041666666666664;49.25925925925926;51.0;51.66203703703704;46.699074074074076;243.0787037037037
384;Estrato 6;META;No;40.53333333333333;50.666666666666664;41.333333333333336;48.86666666666667;43.6;227.86666666666667
385;Estrato 6;META;Si;55.95384615384615;61.12307692307692;63.03076923076923;59.95384615384615;56.8;294.03076923076924
386;Estrato 6;NARIÑO;No;42.08163265306123;45.224489795918366;42.06122448979592;47.40816326530612;42.12244897959184;220.16326530612244
387;Estrato 6;NARIÑO;Si;40.91139240506329;43.48101265822785;43.822784810126585;44.860759493670884;42.050632911392405;214.46835443037975
388;Estrato 6;NORTE SANTANDER;No;40.35294117647059;46.470588235294116;40.23529411764706;43.76470588235294;42.705882352941174;215.41176470588235
389;Estrato 6;NORTE SANTANDER;Si;53.33802816901409;56.08450704225352;58.54929577464789;57.309859154929576;53.42253521126761;276.63380281690144
390;Estrato 6;PUTUMAYO;No;35.6;38.1;40.5;40.4;37.3;190.3
391;Estrato 6;PUTUMAYO;Si;37.166666666666664;46.333333333333336;37.833333333333336;44.0;42.166666666666664;210.16666666666666
392;Estrato 6;QUINDIO;No;47.25;42.5;40.75;49.0;43.5;226.0
393;Estrato 6;QUINDIO;Si;59.36363636363637;62.94805194805195;66.94805194805195;60.688311688311686;59.077922077922075;305.05194805194805
394;Estrato 6;RISARALDA;No;50.22222222222222;47.111111111111114;45.55555555555556;49.44444444444444;46.0;240.0
395;Estrato 6;RISARALDA;Si;59.26470588235294;62.294117647058826;67.97712418300654;61.59477124183007;59.330065359477125;305.93464052287584
396;Estrato 6;SAN ANDRES;Si;41.0;42.166666666666664;48.0;44.166666666666664;38.333333333333336;209.83333333333334
397;Estrato 6;SANTANDER;No;42.76923076923077;51.53846153846154;42.30769230769231;49.30769230769231;44.53846153846154;233.46153846153845
398;Estrato 6;SANTANDER;Si;63.038860103626945;67.82124352331606;71.98445595854922;64.84974093264249;64.03367875647669;327.4041450777202
399;Estrato 6;SUCRE;No;39.111111111111114;43.55555555555556;40.166666666666664;45.55555555555556;42.55555555555556;212.38888888888889
400;Estrato 6;SUCRE;Si;47.6875;51.8375;50.3;50.9625;49.0625;249.6
401;Estrato 6;TOLIMA;No;35.1875;39.1875;39.8125;39.5;39.125;191.9375
402;Estrato 6;TOLIMA;Si;53.51948051948052;56.23376623376623;58.02597402597402;55.493506493506494;53.33766233766234;274.5194805194805
403;Estrato 6;VALLE;No;43.186440677966104;44.59322033898305;44.30508474576271;48.03389830508475;44.0;224.4915254237288
404;Estrato 6;VALLE;Si;59.336711711711715;62.648648648648646;71.51126126126127;62.234234234234236;59.91103603603604;309.19594594594594
405;Estrato 6;VAUPES;No;34.666666666666664;34.333333333333336;39.166666666666664;39.666666666666664;36.5;182.5
406;Estrato 6;VAUPES;Si;38.75;42.75;34.25;45.75;34.5;200.0
407;Sin Estrato;AMAZONAS;No;38.242990654205606;39.64485981308411;39.39252336448598;42.71028037383178;40.3177570093458;200.82242990654206
408;Sin Estrato;AMAZONAS;Si;40.523809523809526;42.0;40.666666666666664;48.04761904761905;41.333333333333336;213.95238095238096
409;Sin Estrato;ANTIOQUIA;No;38.13168724279836;40.333333333333336;38.623456790123456;43.72633744855967;39.141975308641975;200.9814814814815
410;Sin Estrato;ANTIOQUIA;Si;41.53832116788321;44.409671532846716;42.371350364963504;47.222627737226276;42.47080291970803;218.96167883211677
411;Sin Estrato;ARAUCA;No;41.91304347826087;45.80434782608695;41.82608695652174;47.76086956521739;43.98550724637681;223.18115942028984
412;Sin Estrato;ARAUCA;Si;40.55913978494624;45.59139784946237;41.09139784946237;45.413978494623656;43.693548387096776;218.0215053763441
413;Sin Estrato;ATLANTICO;No;38.67465753424658;42.03767123287671;40.52739726027397;44.04794520547945;40.35958904109589;206.13013698630138
414;Sin Estrato;ATLANTICO;Si;38.539944903581265;42.90495867768595;41.54545454545455;44.94077134986226;41.1267217630854;209.2534435261708
415;Sin Estrato;BOGOTA;No;33.333333333333336;33.666666666666664;35.666666666666664;35.0;31.666666666666668;168.0
416;Sin Estrato;BOGOTA;Si;61.94736842105263;66.07894736842105;75.76315789473684;62.63157894736842;59.8421052631579;318.1578947368421
417;Sin Estrato;BOGOTÁ;No;43.46853146853147;46.0;42.9020979020979;48.38461538461539;43.38461538461539;225.62237762237763
418;Sin Estrato;BOGOTÁ;Si;44.93468468468468;48.15765765765766;47.736486486486484;50.439189189189186;46.252252252252255;237.3355855855856
419;Sin Estrato;BOLIVAR;No;36.672340425531914;40.4581560283688;38.46099290780142;42.49503546099291;38.99290780141844;197.81843971631207
420;Sin Estrato;BOLIVAR;Si;37.388154111558364;41.59344450833812;39.373202990224264;43.552616446233465;40.03220241518114;202.7228292121909
421;Sin Estrato;BOYACA;No;42.28472222222222;46.708333333333336;42.15972222222222;47.4375;45.125;225.71527777777777
422;Sin Estrato;BOYACA;Si;43.82394366197183;49.62676056338028;44.436619718309856;48.528169014084504;45.41549295774648;233.32394366197184
423;Sin Estrato;CALDAS;No;44.325581395348834;46.49612403100775;43.10852713178294;48.23255813953488;45.55813953488372;229.5968992248062
424;Sin Estrato;CALDAS;Si;41.72;45.216;41.264;46.568;43.664;220.304
425;Sin Estrato;CAQUETA;No;39.233870967741936;42.11290322580645;38.80241935483871;44.096774193548384;40.608870967741936;206.53225806451613
426;Sin Estrato;CAQUETA;Si;40.69607843137255;44.5;41.34313725490196;45.911764705882355;42.294117647058826;215.97058823529412
427;Sin Estrato;CASANARE;No;40.63934426229508;44.24590163934426;42.040983606557376;45.10655737704918;42.68032786885246;215.41803278688525
428;Sin Estrato;CASANARE;Si;43.78409090909091;47.95454545454545;43.26136363636363;48.04545454545455;44.67045454545455;229.5
